source_id,filename,source_path,title,isbn,first_author,main_category,sub_category,status,destination_path,notes,updated_at,copy_status
SRC-000228,and Riemann Surfaces for Undergraduates - Curves.pdf,D:\Readings\Analysis\New folder\and Riemann Surfaces for Undergraduates - Curves.pdf,and Riemann Surfaces for Undergraduates,9783031116155,Curves,04-topology-and-geometry,euclidean-and-classical-geometry,pending,,classifier=geometry | flags=ambiguous_subject;manual_subject_review,2026-06-26T00:22:25+00:00,
SRC-000229,Arnoud van Rooij From Distance to Neighborhood e2 - Buskes.pdf,D:\Readings\Analysis\New folder\Arnoud van Rooij From Distance to Neighborhood e2 - Buskes.pdf,Arnoud van Rooij From Distance to Neighborhood,9781461206651,Buskes,04-topology-and-geometry,point-set-topology,pending,,classifier=topology | local_bib=volume-v-complex-analysis,2026-06-26T00:22:25+00:00,
SRC-000230,Asymptotic Analysis and Singular Perturbation Theory - Hunter.pdf,D:\Readings\Analysis\New folder\Asymptotic Analysis and Singular Perturbation Theory - Hunter.pdf,Asymptotic Analysis and Singular Perturbation Theory,,Hunter,03-analysis,calculus,pending,,classifier=calculus | flags=manual_subject_review,2026-06-26T00:22:25+00:00,
SRC-000231,bok%3A978-3-030-60163-8.pdf,D:\Readings\Analysis\New folder\bok%3A978-3-030-60163-8.pdf,bok%3A978-3-030-60163-8,9783030601621,Liviu C. Florescu,03-analysis,measure-theory,pending,,classifier=measure-theory | local_bib=volume-iii-bounds-sequences-and-series,2026-06-26T00:22:25+00:00,
SRC-000232,bok%3A978-3-031-54831-4.pdf,D:\Readings\Analysis\New folder\bok%3A978-3-031-54831-4.pdf,Fundamentals of Real and Complex Analysis,9783031548307,"Asuman G\""uven Aksoy",03-analysis,complex-analysis,pending,,classifier=complex-analysis | local_bib=volume-iii-bounds-sequences-and-series,2026-06-26T00:22:25+00:00,
SRC-000233,bok%3A978-3-031-67202-6.pdf,D:\Readings\Analysis\New folder\bok%3A978-3-031-67202-6.pdf,bok%3A978-3-031-67202-6,9783031672019,Ana Alves,03-analysis,calculus,pending,,classifier=calculus | flags=ambiguous_subject;manual_subject_review,2026-06-26T00:22:25+00:00,
SRC-000234,bok%3A978-3-662-69115-1.pdf,D:\Readings\Analysis\New folder\bok%3A978-3-662-69115-1.pdf,bok%3A978-3-662-69115-1,9783662691144,Springer Berlin Heidelberg. All Rights,03-analysis,complex-analysis,pending,,classifier=complex-analysis | local_bib=volume-iii-bounds-sequences-and-series,2026-06-26T00:22:25+00:00,
SRC-000235,Complex Analysis e2 - Gamelin.pdf,D:\Readings\Analysis\New folder\Complex Analysis e2 - Gamelin.pdf,Complex Analysis,9780387216072,Gamelin,03-analysis,complex-analysis,pending,,classifier=complex-analysis | local_bib=volume-iii-bounds-sequences-and-series,2026-06-26T00:22:25+00:00,
SRC-000236,Curves and Surfaces for Computer Graphics - Salomon.pdf,D:\Readings\Analysis\New folder\Curves and Surfaces for Computer Graphics - Salomon.pdf,Curves and Surfaces for Computer Graphics,9780387241968,Salomon,04-topology-and-geometry,euclidean-and-classical-geometry,pending,,classifier=geometry | local_bib=volume-vi-algebra,2026-06-26T00:22:25+00:00,
SRC-000238,Diﬀ erential Geometry of Curves and Surfaces - Tapp.pdf,D:\Readings\Analysis\New folder\Diﬀ erential Geometry of Curves and Surfaces - Tapp.pdf,Diﬀ erential Geometry of Curves and Surfaces,9783319397986,Tapp,04-topology-and-geometry,euclidean-and-classical-geometry,pending,,classifier=geometry | local_bib=volume-v-complex-analysis | flags=ambiguous_subject;manual_subject_review,2026-06-26T00:22:25+00:00,
SRC-000239,Elements of Measure and Probability - Bose.pdf,D:\Readings\Analysis\New folder\Elements of Measure and Probability - Bose.pdf,Elements of Measure and Probability,9788198831767,Bose,03-analysis,real-analysis,pending,,classifier=real-analysis | local_bib=volume-iii-bounds-sequences-and-series,2026-06-26T00:22:25+00:00,
SRC-000240,Elements of Number Theory e2 - Il.pdf,D:\Readings\Analysis\New folder\Elements of Number Theory e2 - Il.pdf,Elements of Number Theory,9780387217352,Il,01-algebra,abstract-algebra,pending,,classifier=abstract-algebra | local_bib=volume-v-complex-analysis | flags=ambiguous_subject;manual_subject_review,2026-06-26T00:22:25+00:00,
SRC-000241,Galois Theory Through - Through.pdf,D:\Readings\Analysis\New folder\Galois Theory Through - Through.pdf,Galois Theory Through,9783319723259,Through,01-algebra,abstract-algebra,pending,,classifier=abstract-algebra,2026-06-26T00:22:25+00:00,
SRC-000242,in Graph Theory and Combinatorics e2 - Murty.pdf,D:\Readings\Analysis\New folder\in Graph Theory and Combinatorics e2 - Murty.pdf,in Graph Theory and Combinatorics,9788195196180,Murty,07-discrete-mathematics-and-combinatorics,combinatorics,pending,,classifier=combinatorics-graph-theory,2026-06-26T00:22:25+00:00,
SRC-000243,Introduction to Numerical Methods in - Holmes.pdf,D:\Readings\Analysis\New folder\Introduction to Numerical Methods in - Holmes.pdf,Introduction to Numerical Methods in,9780387308913,Holmes,05-differential-equations-and-dynamical-systems,ordinary-differential-equations,pending,,classifier=ode-dynamical-systems | flags=ambiguous_subject;manual_subject_review,2026-06-26T00:22:25+00:00,
SRC-000244,Math 537 - Mahaffy.pdf,D:\Readings\Analysis\New folder\Math 537 - Mahaffy.pdf,Math 537,,Mahaffy,05-differential-equations-and-dynamical-systems,ordinary-differential-equations,pending,,classifier=ode-dynamical-systems | flags=ambiguous_subject;manual_subject_review;missing_toc,2026-06-26T00:22:25+00:00,
SRC-000246,Mathematical Logic e2 - Ebbinghaus.pdf,D:\Readings\Analysis\New folder\Mathematical Logic e2 - Ebbinghaus.pdf,Mathematical Logic,9781475723557,Ebbinghaus,00-foundations,mathematical-logic,pending,,classifier=logic-model-theory | local_bib=volume-viii-applied-methods,2026-06-26T00:22:25+00:00,
SRC-000248,Measure Integration - Shirali.pdf,D:\Readings\Analysis\New folder\Measure Integration - Shirali.pdf,Measure Integration,9783030187460,Shirali,03-analysis,real-analysis,pending,,classifier=real-analysis | local_bib=volume-iii-bounds-sequences-and-series | flags=ambiguous_subject;manual_subject_review,2026-06-26T00:22:25+00:00,
SRC-000250,Measure Theory for Analysis - Goswami.pdf,D:\Readings\Analysis\New folder\Measure Theory for Analysis - Goswami.pdf,Measure Theory for Analysis,9789819779284,Goswami,03-analysis,measure-theory,pending,,classifier=measure-theory,2026-06-26T00:22:25+00:00,
SRC-000251,Model Theory - Rizza.pdf,D:\Readings\Analysis\New folder\Model Theory - Rizza.pdf,Model Theory,9783032037954,Rizza,00-foundations,mathematical-logic,pending,,classifier=logic-model-theory,2026-06-26T00:22:25+00:00,
SRC-000252,modern-control-engineering-kogata-3rd-edition.pdf,D:\Readings\Analysis\New folder\modern-control-engineering-kogata-3rd-edition.pdf,modern-control-engineering-kogata-3rd-edition,,Administrador,11-reference-and-miscellaneous,uncategorized,pending,,classifier=unknown | flags=manual_subject_review;missing_toc;needs_ocr;unknown_subject,2026-06-26T00:22:25+00:00,
SRC-000253,Nonlinear SysteIlls - Khalil-3rd.pdf,D:\Readings\Analysis\New folder\Nonlinear SysteIlls - Khalil-3rd.pdf,Nonlinear SysteIlls,0130673897,Khalil-3rd,05-differential-equations-and-dynamical-systems,ordinary-differential-equations,pending,,classifier=ode-dynamical-systems | flags=ambiguous_subject;manual_subject_review,2026-06-26T00:22:25+00:00,
SRC-000254,of Conics e2 - Glaeser.pdf,D:\Readings\Analysis\New folder\of Conics e2 - Glaeser.pdf,of Conics,9783662703052,Glaeser,04-topology-and-geometry,euclidean-and-classical-geometry,pending,,classifier=geometry | local_bib=volume-v-complex-analysis,2026-06-26T00:22:25+00:00,
SRC-000255,of the Riemann Integral - Torchinsky.pdf,D:\Readings\Analysis\New folder\of the Riemann Integral - Torchinsky.pdf,of the Riemann Integral,9783031117985,Torchinsky,03-analysis,calculus,pending,,classifier=calculus | local_bib=volume-iii-bounds-sequences-and-series | flags=ambiguous_subject;manual_subject_review,2026-06-26T00:22:25+00:00,
SRC-000256,Ogata – Modern Control Engineering.pdf,D:\Readings\Analysis\New folder\Ogata – Modern Control Engineering.pdf,Modern Control Engineering,9780136156734,Katsuhiko Ogata,03-analysis,calculus,pending,,classifier=calculus | flags=ambiguous_subject,2026-06-26T00:22:25+00:00,
SRC-000257,Ordered Sets e2 - Sets.pdf,D:\Readings\Analysis\New folder\Ordered Sets e2 - Sets.pdf,Ordered Sets,9783319297866,Sets,00-foundations,mathematical-logic,pending,,classifier=logic-model-theory,2026-06-26T00:22:25+00:00,
SRC-000258,Perturbation Theory for Linear Operators e1980 - Kato.pdf,D:\Readings\Analysis\New folder\Perturbation Theory for Linear Operators e1980 - Kato.pdf,Perturbation Theory for Linear Operators,0387035265,Kato,01-algebra,linear-algebra,pending,,classifier=linear-algebra,2026-06-26T00:22:25+00:00,
SRC-000259,Readings in Mathematics Readings in Mathematics e2 - Ebbinghaus.pdf,D:\Readings\Analysis\New folder\Readings in Mathematics Readings in Mathematics e2 - Ebbinghaus.pdf,Readings in Mathematics Readings in Mathematics,0387974970,Ebbinghaus,01-algebra,linear-algebra,pending,,classifier=linear-algebra,2026-06-26T00:22:25+00:00,
SRC-000260,Regular perturbation expansions - Wilson.pdf,D:\Readings\Analysis\New folder\Regular perturbation expansions - Wilson.pdf,Regular perturbation expansions,,Wilson,05-differential-equations-and-dynamical-systems,ordinary-differential-equations,pending,,classifier=ode-dynamical-systems | flags=manual_subject_review;missing_toc,2026-06-26T00:22:25+00:00,
SRC-000261,Robert D. Poodiack • William E. Wood Squigonometry - Poodiack.pdf,D:\Readings\Analysis\New folder\Robert D. Poodiack • William E. Wood Squigonometry - Poodiack.pdf,Robert D. Poodiack • William E. Wood Squigonometry,9783031137822,Poodiack,03-analysis,calculus,pending,,classifier=calculus,2026-06-26T00:22:25+00:00,
SRC-000262,RtoRbook.dvi - From.pdf,D:\Readings\Analysis\New folder\RtoRbook.dvi - From.pdf,RtoRbook.dvi,,From,03-analysis,real-analysis,pending,,classifier=real-analysis | flags=manual_subject_review;missing_toc,2026-06-26T00:22:25+00:00,
SRC-000263,Seven Sketches in Compositionality - An Invation to Applied Category THeory.pdf,D:\Readings\Analysis\New folder\Seven Sketches in Compositionality - An Invation to Applied Category THeory.pdf,Seven Sketches in Compositionality - An Invation to Applied Category THeory,,Riehl,00-foundations,category-theory,pending,,classifier=category-theory,2026-06-26T00:22:25+00:00,
SRC-000264,Simple Type Theory e2 - Farmer.pdf,D:\Readings\Analysis\New folder\Simple Type Theory e2 - Farmer.pdf,Simple Type Theory,9783031853517,Farmer,00-foundations,mathematical-logic,pending,,classifier=logic-model-theory,2026-06-26T00:22:25+00:00,
SRC-000265,Slotine and Li applied nonlinear control- bad quality.pdf,D:\Readings\Analysis\New folder\Slotine and Li applied nonlinear control- bad quality.pdf,Slotine and Li applied nonlinear control- bad quality,0130408905,Prentice-Hall,05-differential-equations-and-dynamical-systems,ordinary-differential-equations,pending,,classifier=ode-dynamical-systems,2026-06-26T00:22:25+00:00,
SRC-000266,slotine and Li- Applied Non-linear Control- 60Mb.pdf,D:\Readings\Analysis\New folder\slotine and Li- Applied Non-linear Control- 60Mb.pdf,slotine and Li- Applied Non-linear Control- 60Mb,,,11-reference-and-miscellaneous,uncategorized,pending,,classifier=unknown | flags=manual_subject_review;missing_toc;needs_ocr;unknown_subject,2026-06-26T00:22:25+00:00,
SRC-000267,The Number Systems of Analysis - rational sequences.pdf,D:\Readings\Analysis\New folder\The Number Systems of Analysis - rational sequences.pdf,The Number Systems of Analysis,,rational sequences,03-analysis,real-analysis,pending,,classifier=real-analysis | flags=missing_toc,2026-06-26T00:22:25+00:00,
SRC-000270,New3rdEditionODE.pdf,D:\Readings\Analysis\New3rdEditionODE.pdf,New3rdEditionODE,,,11-reference-and-miscellaneous,uncategorized,pending,,classifier=unknown | flags=manual_subject_review;missing_toc;needs_ocr;unknown_subject,2026-06-26T00:22:25+00:00,
SRC-000271,notes_MAR31st.pdf,D:\Readings\Analysis\notes_MAR31st.pdf,notes MAR31st,,Modeling,06-probability-statistics-and-information,probability-theory,pending,,classifier=probability,2026-06-26T00:22:25+00:00,
SRC-000272,ntu-gmt-text.pdf,D:\Readings\Analysis\ntu-gmt-text.pdf,ntu-gmt-text,,NSF,04-topology-and-geometry,differential-geometry,pending,,classifier=differential-geometry,2026-06-26T00:22:25+00:00,
SRC-000273,number-systems-and-the-foundations-of-analysis-mendelson.pdf,D:\Readings\Analysis\number-systems-and-the-foundations-of-analysis-mendelson.pdf,number-systems-and-the-foundations-of-analysis-mendelson,,,11-reference-and-miscellaneous,uncategorized,pending,,classifier=unknown | flags=manual_subject_review;missing_toc;needs_ocr;unknown_subject,2026-06-26T00:22:25+00:00,
SRC-000275,Numerical Analysis - A graduate course.pdf,D:\Readings\Analysis\Numerical Analysis - A graduate course.pdf,Numerical Analysis,9783031081200,A graduate course,08-applied-and-computational-mathematics,numerical-analysis,pending,,classifier=numerical-analysis | flags=ambiguous_subject,2026-06-26T00:22:25+00:00,
SRC-000277,Numerical Approximation of Ordinary Differential Problems - DAmbrosio.pdf,D:\Readings\Analysis\Numerical Approximation of Ordinary Differential Problems - DAmbrosio.pdf,Numerical Approximation of Ordinary Differential Problems,9783031313424,DAmbrosio,05-differential-equations-and-dynamical-systems,ordinary-differential-equations,pending,,classifier=ode-dynamical-systems,2026-06-26T00:22:25+00:00,
SRC-000278,Differential Equations - Chua.pdf,D:\Readings\Analysis\ODE\Differential Equations - Chua.pdf,Differential Equations,,Chua,03-analysis,calculus,pending,,classifier=calculus | flags=ambiguous_subject;manual_subject_review,2026-06-26T00:22:25+00:00,
SRC-000279,on-approximation-by-rational-functions-to-an-arbitrary-3wrf53y11l.pdf,D:\Readings\Analysis\on-approximation-by-rational-functions-to-an-arbitrary-3wrf53y11l.pdf,On approximation by rational functions to an arbitrary function of a complex variable,,J. L. Walsh,03-analysis,calculus,pending,,classifier=calculus | flags=ambiguous_subject;manual_subject_review;missing_toc,2026-06-26T00:22:25+00:00,
SRC-000281,Ordinal Analysis with an Introduction to Proof Theory - Arai.pdf,D:\Readings\Analysis\Ordinal Analysis with an Introduction to Proof Theory - Arai.pdf,Ordinal Analysis with an Introduction to Proof Theory,9789811564581,Arai,00-foundations,mathematical-logic,pending,,classifier=logic-model-theory,2026-06-26T00:22:25+00:00,
SRC-000282,0405454v1.pdf,D:\Readings\Analysis\pde\0405454v1.pdf,0405454v1,,,04-topology-and-geometry,point-set-topology,pending,,classifier=topology | flags=ambiguous_subject;manual_subject_review;missing_toc,2026-06-26T00:22:25+00:00,
SRC-000283,15chapter12.pdf,D:\Readings\Analysis\pde\15chapter12.pdf,15chapter12,,Gentzen,00-foundations,mathematical-logic,pending,,classifier=logic-model-theory | flags=ambiguous_subject;manual_subject_review;missing_toc,2026-06-26T00:22:25+00:00,
SRC-000284,1604.04655v1.pdf,D:\Readings\Analysis\pde\1604.04655v1.pdf,1604.04655v1,,,00-foundations,mathematical-logic,pending,,classifier=logic-model-theory | flags=ambiguous_subject;manual_subject_review;missing_toc,2026-06-26T00:22:25+00:00,
SRC-000285,18.pdf,D:\Readings\Analysis\pde\18.pdf,18,0387951423,Michael Koy,03-analysis,calculus,pending,,classifier=calculus | flags=ambiguous_subject;manual_subject_review,2026-06-26T00:22:25+00:00,
SRC-000286,1901.03022v1.pdf,D:\Readings\Analysis\pde\1901.03022v1.pdf,.03022v1,,,05-differential-equations-and-dynamical-systems,partial-differential-equations,pending,,classifier=partial-differential-equations,2026-06-26T00:22:25+00:00,
SRC-000287,220notes3.pdf,D:\Readings\Analysis\pde\220notes3.pdf,220notes3,,,03-analysis,calculus,pending,,classifier=calculus | flags=ambiguous_subject;manual_subject_review;missing_toc,2026-06-26T00:22:25+00:00,
SRC-000288,2305.10888v3.pdf,D:\Readings\Analysis\pde\2305.10888v3.pdf,2305.10888v3,,Rosalie Iemhoff; Raheleh Jalali,00-foundations,mathematical-logic,pending,,classifier=logic-model-theory,2026-06-26T00:22:25+00:00,
SRC-000289,2507.04449v1.pdf,D:\Readings\Analysis\pde\2507.04449v1.pdf,2507.04449v1,,Khashayar,03-analysis,calculus,pending,,classifier=calculus | flags=ambiguous_subject;manual_subject_review;missing_toc,2026-06-26T00:22:25+00:00,
SRC-000290,310notesV.pdf,D:\Readings\Analysis\pde\310notesV.pdf,310notesV,,,11-reference-and-miscellaneous,uncategorized,pending,,classifier=unknown | flags=manual_subject_review;missing_toc;unknown_subject,2026-06-26T00:22:25+00:00,
SRC-000291,A Course in Model Theory I - Grossberg.pdf,D:\Readings\Analysis\pde\A Course in Model Theory I - Grossberg.pdf,A Course in Model Theory I,,Grossberg,00-foundations,mathematical-logic,pending,,classifier=logic-model-theory,2026-06-26T00:22:25+00:00,
SRC-000292,A First Course in Partial Differential Equations - Herman.pdf,D:\Readings\Analysis\pde\A First Course in Partial Differential Equations - Herman.pdf,Partial Differential Equations,,Herman,05-differential-equations-and-dynamical-systems,partial-differential-equations,pending,,classifier=partial-differential-equations,2026-06-26T00:22:25+00:00,
SRC-000293,a short introduction to partial differential equations.pdf,D:\Readings\Analysis\pde\a short introduction to partial differential equations.pdf,a short introduction to partial differential equations,9783031395239,Karl Dilcher,05-differential-equations-and-dynamical-systems,partial-differential-equations,pending,,classifier=partial-differential-equations,2026-06-26T00:22:25+00:00,
SRC-000294,AhmedLR (1).pdf,D:\Readings\Analysis\pde\AhmedLR (1).pdf,AhmedLR (1),,,03-analysis,calculus,pending,,classifier=calculus | flags=ambiguous_subject;manual_subject_review,2026-06-26T00:22:25+00:00,
SRC-000296,Algebraic Curves and Surfaces  A History of Shapes  - Buse.pdf,D:\Readings\Analysis\pde\Algebraic Curves and Surfaces  A History of Shapes  - Buse.pdf,Algebraic Curves and Surfaces A History of Shapes,9783031241505,Buse,04-topology-and-geometry,euclidean-and-classical-geometry,pending,,classifier=geometry,2026-06-26T00:22:25+00:00,
SRC-000297,amstext-20-prev.pdf,D:\Readings\Analysis\pde\amstext-20-prev.pdf,amstext-20-prev,,,03-analysis,real-analysis,pending,,classifier=real-analysis | flags=manual_subject_review;missing_toc,2026-06-26T00:22:25+00:00,
SRC-000298,amstext-23-prev.pdf,D:\Readings\Analysis\pde\amstext-23-prev.pdf,amstext-23-prev,,Section,11-reference-and-miscellaneous,uncategorized,pending,,classifier=unknown | flags=manual_subject_review;missing_toc;unknown_subject,2026-06-26T00:22:25+00:00,
SRC-000301,Analytical Geometry of Two and Three Dimensions .pdf,D:\Readings\Analysis\pde\Analytical Geometry of Two and Three Dimensions .pdf,Analytical Geometry of Two and Three Dimensions,9788173815416,,11-reference-and-miscellaneous,uncategorized,pending,,classifier=unknown | flags=manual_subject_review;unknown_subject,2026-06-26T00:22:25+00:00,
SRC-000302,AnalyticalGeometry3DMcCrea (1).pdf,D:\Readings\Analysis\pde\AnalyticalGeometry3DMcCrea (1).pdf,AnalyticalGeometry3DMcCrea (1),,,11-reference-and-miscellaneous,uncategorized,pending,,classifier=unknown | flags=manual_subject_review;missing_toc;needs_ocr;unknown_subject,2026-06-26T00:22:25+00:00,
SRC-000305,calculus and analysis on euclidean space - shurman.pdf,D:\Readings\Analysis\pde\calculus and analysis on euclidean space - shurman.pdf,calculus and analysis on euclidean space,9783319493121,shurman,03-analysis,calculus,pending,,classifier=calculus,2026-06-26T00:22:25+00:00,
SRC-000306,calculus-book1.pdf,D:\Readings\Analysis\pde\calculus-book1.pdf,calculus-book1,9780495011699,Tucker,03-analysis,calculus,pending,,classifier=calculus,2026-06-26T00:22:25+00:00,
SRC-000307,Ch1PeanoAxioms.pdf,D:\Readings\Analysis\pde\Ch1PeanoAxioms.pdf,Ch1PeanoAxioms,,Wayne Aitken,00-foundations,mathematical-logic,pending,,classifier=logic-model-theory | flags=ambiguous_subject;manual_subject_review;missing_toc,2026-06-26T00:22:25+00:00,
SRC-000308,ch3-seqcalc.pdf,D:\Readings\Analysis\pde\ch3-seqcalc.pdf,ch3-seqcalc,,Gentzen,03-analysis,calculus,pending,,classifier=calculus | flags=ambiguous_subject;manual_subject_review;missing_toc,2026-06-26T00:22:25+00:00,
SRC-000309,ch5.pdf,D:\Readings\Analysis\pde\ch5.pdf,ch5,,,03-analysis,real-analysis,pending,,classifier=real-analysis | flags=ambiguous_subject;manual_subject_review;missing_toc,2026-06-26T00:22:25+00:00,
SRC-000310,chapter11_precal.pdf,D:\Readings\Analysis\pde\chapter11_precal.pdf,chapter11 precal,,SCasella,11-reference-and-miscellaneous,uncategorized,pending,,classifier=unknown | flags=manual_subject_review;missing_toc;unknown_subject,2026-06-26T00:22:25+00:00,
SRC-000311,Colloquium_Week_3_Dedekind_Cuts.pdf,D:\Readings\Analysis\pde\Colloquium_Week_3_Dedekind_Cuts.pdf,Colloquium Week 3 Dedekind Cuts,,,00-foundations,set-theory,pending,,classifier=set-theory | flags=manual_subject_review;missing_toc,2026-06-26T00:22:25+00:00,
SRC-000312,Construction.of.R.pdf,D:\Readings\Analysis\pde\Construction.of.R.pdf,Construction.of.R,,Bolzano,03-analysis,real-analysis,pending,,classifier=real-analysis | flags=manual_subject_review,2026-06-26T00:22:25+00:00,
SRC-000313,Constructions_of_the_real_numbers.pdf,D:\Readings\Analysis\pde\Constructions_of_the_real_numbers.pdf,Constructions of the real numbers,,Lothar Sebastian Krapp Constructions,01-algebra,abstract-algebra,pending,,classifier=abstract-algebra | flags=ambiguous_subject;manual_subject_review,2026-06-26T00:22:25+00:00,
SRC-000314,David F. Griffiths.pdf,D:\Readings\Analysis\pde\David F. Griffiths.pdf,David F. Griffiths,9783319225685,,08-applied-and-computational-mathematics,numerical-analysis,pending,,classifier=numerical-analysis | flags=ambiguous_subject;manual_subject_review,2026-06-26T00:22:25+00:00,
SRC-000315,dedekind.pdf,D:\Readings\Analysis\pde\dedekind.pdf,dedekind,,Wooster,00-foundations,set-theory,pending,,classifier=set-theory | flags=ambiguous_subject;manual_subject_review,2026-06-26T00:22:25+00:00,
SRC-000316,DiffGeomNotes_short.pdf,D:\Readings\Analysis\pde\DiffGeomNotes_short.pdf,DiffGeomNotes short,,,04-topology-and-geometry,differential-geometry,pending,,classifier=differential-geometry,2026-06-26T00:22:25+00:00,
SRC-000317,dokumen.pub_a-basic-course-in-topology-9783662706015-9783662706022.pdf,D:\Readings\Analysis\pde\dokumen.pub_a-basic-course-in-topology-9783662706015-9783662706022.pdf,A Basic Course in Topology,9783662706015,Gerd Laures,04-topology-and-geometry,point-set-topology,pending,,classifier=topology,2026-06-26T00:22:25+00:00,
SRC-000318,dokumen.pub_a-course-in-calculus-and-real-analysis-undergraduate-texts-in-mathematics-0387305300-9780387305301.pdf,D:\Readings\Analysis\pde\dokumen.pub_a-course-in-calculus-and-real-analysis-undergraduate-texts-in-mathematics-0387305300-9780387305301.pdf,dokumen.pub a-course-in-calculus-and-real-analysis-undergraduate-texts-in-mathematics-0387305300-9780387305301,9780387305301,Its History. Readin,03-analysis,calculus,pending,,classifier=calculus,2026-06-26T00:22:25+00:00,
SRC-000319,dokumen.pub_a-course-in-python-the-core-of-the-language-1nbsped-3031497791-9783031497797.pdf,D:\Readings\Analysis\pde\dokumen.pub_a-course-in-python-the-core-of-the-language-1nbsped-3031497791-9783031497797.pdf,dokumen.pub a-course-in-python-the-core-of-the-language-1nbsped-3031497791-9783031497797,9783031497797,,01-algebra,abstract-algebra,pending,,classifier=abstract-algebra | flags=ambiguous_subject;manual_subject_review,2026-06-26T00:22:25+00:00,
SRC-000320,dokumen.pub_a-course-in-the-calculus-of-variations-optimization-regularity-and-modeling-1nbsped-9783031450358-9783031450365.pdf,D:\Readings\Analysis\pde\dokumen.pub_a-course-in-the-calculus-of-variations-optimization-regularity-and-modeling-1nbsped-9783031450358-9783031450365.pdf,A Course in the Calculus of Variations,9783031450358,,03-analysis,calculus,pending,,classifier=calculus,2026-06-26T00:22:25+00:00,
SRC-000321,dokumen.pub_a-course-on-optimal-control-1nbsped-3031366549-9783031366543.pdf,D:\Readings\Analysis\pde\dokumen.pub_a-course-on-optimal-control-1nbsped-3031366549-9783031366543.pdf,dokumen.pub a-course-on-optimal-control-1nbsped-3031366549-9783031366543,9783031366543,0008471,05-differential-equations-and-dynamical-systems,ordinary-differential-equations,pending,,classifier=ode-dynamical-systems | flags=ambiguous_subject,2026-06-26T00:22:25+00:00,
SRC-000322,dokumen.pub_algebra-i-chapters-1-3-2705656758-0201006391.pdf,D:\Readings\Analysis\pde\dokumen.pub_algebra-i-chapters-1-3-2705656758-0201006391.pdf,dokumen.pub algebra-i-chapters-1-3-2705656758-0201006391,,Hermann,01-algebra,abstract-algebra,pending,,classifier=abstract-algebra,2026-06-26T00:22:25+00:00,
SRC-000323,dokumen.pub_basic-analysis-v-functional-analysis-and-topology-1nbsped-1138055131-9781138055131.pdf,D:\Readings\Analysis\pde\dokumen.pub_basic-analysis-v-functional-analysis-and-topology-1nbsped-1138055131-9781138055131.pdf,Basic Analysis V: Functional Analysis and Topology,9780367768539,James K. Peterson,04-topology-and-geometry,point-set-topology,pending,,classifier=topology,2026-06-26T00:22:25+00:00,
SRC-000324,dokumen.pub_category-theory-using-haskell-1nbsped-3031685377-9783031685378-9783031685385.pdf,D:\Readings\Analysis\pde\dokumen.pub_category-theory-using-haskell-1nbsped-3031685377-9783031685378-9783031685385.pdf,dokumen.pub category-theory-using-haskell-1nbsped-3031685377-9783031685378-9783031685385,9783031685378,,00-foundations,category-theory,pending,,classifier=category-theory,2026-06-26T00:22:25+00:00,
SRC-000325,dokumen.pub_cauchys-calcul-infinitesimal-978-3-030-11035-2.pdf,D:\Readings\Analysis\pde\dokumen.pub_cauchys-calcul-infinitesimal-978-3-030-11035-2.pdf,dokumen.pub cauchys-calcul-infinitesimal-978-3-030-11035-2,9783030110352,0009172,03-analysis,calculus,pending,,classifier=calculus,2026-06-26T00:22:25+00:00,
SRC-000326,dokumen.pub_concise-introduction-to-logic-and-set-theory-mathematics-and-its-applications-1nbsped-0367077957-9780367077952 (1).pdf,D:\Readings\Analysis\pde\dokumen.pub_concise-introduction-to-logic-and-set-theory-mathematics-and-its-applications-1nbsped-0367077957-9780367077952 (1).pdf,Concise Introduction to Logic and Set Theory,9780367077952,Iqbal H. Jebril,00-foundations,set-theory,pending,,classifier=set-theory | flags=ambiguous_subject;manual_subject_review,2026-06-26T00:22:25+00:00,
SRC-000328,dokumen.pub_differential-analysis-on-complex-manifolds-third-edition.pdf,D:\Readings\Analysis\pde\dokumen.pub_differential-analysis-on-complex-manifolds-third-edition.pdf,dokumen.pub differential-analysis-on-complex-manifolds-third-edition,,Raymond O. Wells Jr.,04-topology-and-geometry,differential-geometry,pending,,classifier=differential-geometry,2026-06-26T00:22:25+00:00,
SRC-000329,dokumen.pub_discrete-mathematics-elementary-and-beyond-undergraduate-texts-in-mathematics-0387955844-9780387955841.pdf,D:\Readings\Analysis\pde\dokumen.pub_discrete-mathematics-elementary-and-beyond-undergraduate-texts-in-mathematics-0387955844-9780387955841.pdf,dokumen.pub discrete-mathematics-elementary-and-beyond-undergraduate-texts-in-mathematics-0387955844-9780387955841,0387955844,,11-reference-and-miscellaneous,uncategorized,pending,,classifier=unknown | flags=manual_subject_review;missing_toc;unknown_subject,2026-06-26T00:22:25+00:00,
SRC-000330,dokumen.pub_discrete-structures-1nbsped-3031734335-9783031734335-9783031734342-9783031734366.pdf,D:\Readings\Analysis\pde\dokumen.pub_discrete-structures-1nbsped-3031734335-9783031734335-9783031734342-9783031734366.pdf,dokumen.pub discrete-structures-1nbsped-3031734335-9783031734335-9783031734342-9783031734366,9783031734335,,00-foundations,mathematical-logic,pending,,classifier=logic-model-theory,2026-06-26T00:22:25+00:00,
